Join Date,Name,Completed
"May 1, 2023, 3:51:33 AM",May 5k,true
"May 26, 2023, 3:41:55 AM",June 5K x Brooks,true
"May 26, 2023, 3:41:56 AM",June 10k,true
"Jun 28, 2023, 10:24:10 PM",July 5K x Brooks,true
"Jun 28, 2023, 10:24:10 PM",July Running Distance Challenge,true
"Jun 28, 2023, 10:24:13 PM",July Run Climbing Challenge,false
"Jun 28, 2023, 10:24:14 PM",July Running Endurance Challenge,false
"Jun 28, 2023, 10:24:15 PM",July Running Challenge,true
"Jun 28, 2023, 10:24:15 PM",July 10k,true
"Jun 28, 2023, 10:24:16 PM",July Half Marathon,false
"Aug 25, 2023, 4:35:43 PM",September Running Distance Challenge,true
"Aug 25, 2023, 4:35:43 PM",September Half Marathon,false
"Aug 25, 2023, 4:35:44 PM",September Run Climbing Challenge,true
"Aug 25, 2023, 4:35:45 PM",September 10K,true
"Aug 25, 2023, 4:35:47 PM",September Running Challenge,true
"Aug 25, 2023, 4:35:49 PM",September 5K x Brooks,true
"Sep 22, 2023, 8:53:08 PM",October Running Distance Challenge,true
"Sep 22, 2023, 8:53:08 PM",October 5K x Brooks,true
"Sep 22, 2023, 8:53:10 PM",October Running Challenge,true
"Sep 22, 2023, 8:53:11 PM",October Half Marathon,true
"Sep 22, 2023, 8:53:11 PM",October Run Climbing Challenge,true
"Sep 22, 2023, 8:53:13 PM",October 10K,true
"Sep 24, 2023, 4:12:53 PM",October Running Endurance Challenge,true
"Nov 24, 2023, 9:13:27 PM",December Half Marathon,false
"Nov 25, 2023, 1:17:54 PM",November 5K x Brooks,true
"Nov 25, 2023, 5:18:56 PM",December 5K x Brooks,true
"Nov 29, 2023, 1:48:58 PM",Red Bull Coast to Coast 2023,true
"Dec 1, 2023, 12:45:57 AM",December Workout Challenge,true
"Dec 12, 2023, 3:16:19 PM",December Running Distance Challenge,false
"Jan 2, 2024, 6:24:52 PM",Chipotle No Quitters Challenge,false
"Jan 7, 2024, 8:02:18 PM",January Half Marathon Challenge,false
