Reaction Date,Reaction Type,Parent Type,Parent ID
"Apr 27, 2021, 6:06:06 PM",Kudos,Activity,5195769364
"Apr 27, 2021, 6:06:16 PM",Kudos,Activity,5198019366
"Apr 27, 2021, 6:06:18 PM",Kudos,Activity,5199011808
"Apr 27, 2021, 6:06:20 PM",Kudos,Activity,5197746590
"Apr 27, 2021, 6:06:21 PM",Kudos,Activity,5198048251
"Apr 27, 2021, 6:06:28 PM",Kudos,Activity,5201311214
"Apr 27, 2021, 6:06:32 PM",Kudos,Activity,5201312159
"Apr 27, 2021, 6:06:34 PM",Kudos,Activity,5197879650
"Apr 27, 2021, 6:06:34 PM",Kudos,Activity,5199011818
"Apr 28, 2021, 9:20:56 PM",Kudos,Activity,5206958912
"Apr 28, 2021, 9:20:57 PM",Kudos,Activity,5207160685
"Apr 28, 2021, 9:21:00 PM",Kudos,Activity,5207496223
"Apr 28, 2021, 9:21:01 PM",Kudos,Activity,5207501527
"Apr 28, 2021, 9:21:15 PM",Kudos,Activity,5209391479
"Apr 28, 2021, 9:21:16 PM",Kudos,Activity,5209701861
"Apr 28, 2021, 9:21:23 PM",Kudos,Activity,5207504197
"Apr 28, 2021, 9:21:26 PM",Kudos,Activity,5207494316
"Apr 28, 2021, 9:21:27 PM",Kudos,Activity,5207498789
"Apr 28, 2021, 9:21:29 PM",Kudos,Activity,5207498468
"Apr 28, 2021, 9:21:30 PM",Kudos,Activity,5209701659
"Apr 28, 2021, 9:21:33 PM",Kudos,Activity,5209701772
"Apr 28, 2021, 9:21:33 PM",Kudos,Activity,5203878542
"Apr 28, 2021, 9:21:35 PM",Kudos,Activity,5207496635
"Apr 28, 2021, 9:21:36 PM",Kudos,Activity,5204750281
"Apr 28, 2021, 9:21:53 PM",Kudos,Activity,5204730028
"Apr 28, 2021, 9:21:55 PM",Kudos,Activity,5203878020
"Apr 28, 2021, 9:21:57 PM",Kudos,Activity,5204692838
"May 1, 2021, 7:40:08 PM",Kudos,Activity,5224081943
"May 1, 2021, 7:40:13 PM",Kudos,Activity,5224023227
"May 1, 2021, 7:40:55 PM",Kudos,Activity,5223696424
"May 1, 2021, 7:40:56 PM",Kudos,Activity,5225841658
"May 1, 2021, 7:41:08 PM",Kudos,Activity,5224079649
"May 1, 2021, 7:41:12 PM",Kudos,Activity,5218297246
"May 1, 2021, 7:41:14 PM",Kudos,Activity,5219881474
"May 1, 2021, 7:41:15 PM",Kudos,Activity,5212445137
"May 1, 2021, 7:41:17 PM",Kudos,Activity,5212487000
"May 1, 2021, 7:41:18 PM",Kudos,Activity,5218295856
"May 1, 2021, 7:41:21 PM",Kudos,Activity,5215064220
"May 1, 2021, 7:41:26 PM",Kudos,Activity,5209875831
"May 1, 2021, 7:41:47 PM",Kudos,Activity,5218298557
"May 1, 2021, 7:41:51 PM",Kudos,Activity,5219419995
"May 1, 2021, 7:42:09 PM",Kudos,Activity,5219553411
"May 1, 2021, 7:42:11 PM",Kudos,Activity,5210183692
"May 1, 2021, 7:42:13 PM",Kudos,Activity,5219949033
"May 1, 2021, 7:42:14 PM",Kudos,Activity,5215011536
"May 1, 2021, 7:42:16 PM",Kudos,Activity,5214984440
"May 1, 2021, 7:42:17 PM",Kudos,Activity,5215324035
"May 1, 2021, 7:42:18 PM",Kudos,Activity,5210470394
"May 2, 2021, 3:08:22 AM",Kudos,Activity,5226040762
"May 2, 2021, 3:08:44 AM",Kudos,Activity,5226017838
"May 2, 2021, 12:09:27 PM",Kudos,Activity,5227084729
"May 2, 2021, 12:09:29 PM",Kudos,Activity,5227084445
"May 2, 2021, 12:09:30 PM",Kudos,Activity,5227084564
"May 2, 2021, 4:10:13 PM",Kudos,Activity,5230242595
"May 2, 2021, 4:10:21 PM",Kudos,Activity,5230694602
"May 2, 2021, 4:10:33 PM",Kudos,Activity,5230679574
"May 2, 2021, 4:10:34 PM",Kudos,Activity,5230678530
"May 2, 2021, 4:10:36 PM",Kudos,Activity,5230678850
"May 2, 2021, 4:10:37 PM",Kudos,Activity,5230678740
"May 2, 2021, 4:10:38 PM",Kudos,Activity,5230679014
"May 5, 2021, 12:56:46 AM",Kudos,Activity,5240675073
"May 5, 2021, 12:56:56 AM",Kudos,Activity,5240532118
"May 5, 2021, 1:09:24 AM",Kudos,Activity,5240696498
"May 5, 2021, 1:09:37 AM",Kudos,Activity,5235468927
"May 5, 2021, 1:09:40 AM",Kudos,Activity,5237664885
"May 5, 2021, 1:09:45 AM",Kudos,Activity,5242806519
"May 5, 2021, 1:09:47 AM",Kudos,Activity,5238084208
"May 5, 2021, 1:09:49 AM",Kudos,Activity,5242842208
"May 5, 2021, 1:09:52 AM",Kudos,Activity,5240541673
"May 5, 2021, 1:09:54 AM",Kudos,Activity,5240170656
"May 5, 2021, 1:10:36 AM",Kudos,Activity,5238178938
"May 5, 2021, 1:10:37 AM",Kudos,Activity,5239869620
"May 5, 2021, 1:10:39 AM",Kudos,Activity,5236790416
"May 5, 2021, 1:10:42 AM",Kudos,Activity,5240063493
"May 5, 2021, 1:10:44 AM",Kudos,Activity,5240128161
"May 5, 2021, 1:10:45 AM",Kudos,Activity,5241776599
"May 5, 2021, 1:10:47 AM",Kudos,Activity,5242041919
"May 5, 2021, 1:10:48 AM",Kudos,Activity,5241950186
"May 5, 2021, 1:10:49 AM",Kudos,Activity,5242058208
"May 5, 2021, 1:10:53 AM",Kudos,Activity,5241989535
"May 5, 2021, 1:10:55 AM",Kudos,Activity,5242093643
"May 5, 2021, 1:10:58 AM",Kudos,Activity,5242842101
"May 5, 2021, 1:10:59 AM",Kudos,Activity,5241989690
"May 5, 2021, 1:11:01 AM",Kudos,Activity,5242328892
"May 5, 2021, 1:11:02 AM",Kudos,Activity,5241989864
"May 5, 2021, 1:11:04 AM",Kudos,Activity,5237430779
"May 5, 2021, 1:11:05 AM",Kudos,Activity,5236942486
"May 5, 2021, 1:11:06 AM",Kudos,Activity,5236869974
"May 5, 2021, 8:58:11 PM",Kudos,Activity,5246109467
"May 5, 2021, 8:58:22 PM",Kudos,Activity,5248213242
"May 5, 2021, 8:58:24 PM",Kudos,Activity,5247922900
"May 5, 2021, 8:58:25 PM",Kudos,Activity,5247927328
"May 5, 2021, 9:31:42 PM",Kudos,Activity,5248284080
"May 6, 2021, 9:14:28 PM",Kudos,Activity,5251206989
"May 6, 2021, 9:14:31 PM",Kudos,Activity,5251348941
"May 6, 2021, 9:14:32 PM",Kudos,Activity,5253399684
"May 6, 2021, 9:15:02 PM",Kudos,Activity,5251349030
"May 6, 2021, 9:15:15 PM",Kudos,Activity,5252651807
"May 6, 2021, 9:15:16 PM",Kudos,Activity,5253465386
"May 6, 2021, 9:15:18 PM",Kudos,Activity,5251348832
"May 6, 2021, 9:15:27 PM",Kudos,Activity,5251348948
"May 6, 2021, 9:15:27 PM",Kudos,Activity,5253048655
"May 6, 2021, 9:15:28 PM",Kudos,Activity,5253048038
"May 6, 2021, 9:15:30 PM",Kudos,Activity,5253048817
"May 7, 2021, 9:06:18 PM",Kudos,Activity,5258321017
"May 7, 2021, 9:06:43 PM",Kudos,Activity,5257094460
"May 7, 2021, 9:06:45 PM",Kudos,Activity,5257095131
"May 7, 2021, 9:06:46 PM",Kudos,Activity,5257090929
"May 7, 2021, 9:06:47 PM",Kudos,Activity,5258247822
"May 7, 2021, 9:06:49 PM",Kudos,Activity,5258247942
"May 8, 2021, 2:53:27 AM",Kudos,Activity,5258964412
"May 8, 2021, 2:53:32 AM",Kudos,Activity,5258983516
"May 8, 2021, 2:59:56 PM",Kudos,Activity,5262392072
"May 8, 2021, 3:01:04 PM",Kudos,Activity,5262077801
"May 8, 2021, 3:01:13 PM",Kudos,Activity,5261878384
"May 9, 2021, 10:18:59 PM",Kudos,Activity,5268372687
"May 9, 2021, 10:19:18 PM",Kudos,Post,15818836
"May 10, 2021, 11:24:20 PM",Kudos,Activity,5273053054
"May 10, 2021, 11:24:24 PM",Kudos,Activity,5274701719
"May 10, 2021, 11:24:28 PM",Kudos,Activity,5275374548
"May 10, 2021, 11:49:13 PM",Kudos,Activity,5275267710
"May 10, 2021, 11:50:45 PM",Kudos,Activity,5275371151
"May 10, 2021, 11:50:47 PM",Kudos,Activity,5275370699
"May 10, 2021, 11:50:48 PM",Kudos,Activity,5275375367
"May 11, 2021, 4:51:46 PM",Kudos,Activity,5279147748
"May 11, 2021, 6:38:51 PM",Kudos,Activity,5280170235
"May 11, 2021, 6:38:53 PM",Kudos,Activity,5280170088
"May 11, 2021, 6:38:54 PM",Kudos,Activity,5280170165
"May 11, 2021, 8:26:11 PM",Kudos,Activity,5280686578
"May 11, 2021, 9:06:36 PM",Kudos,Activity,5280890896
"May 11, 2021, 9:06:38 PM",Kudos,Activity,5280944599
"May 11, 2021, 11:00:35 PM",Kudos,Activity,5281218959
"May 11, 2021, 11:00:41 PM",Kudos,Activity,5264033483
"May 11, 2021, 11:00:46 PM",Kudos,Activity,5264033456
"May 11, 2021, 11:01:04 PM",Kudos,Activity,5263712559
"May 11, 2021, 11:01:06 PM",Kudos,Activity,5263711825
"May 11, 2021, 11:01:08 PM",Kudos,Activity,5263711966
"May 12, 2021, 10:50:48 AM",Kudos,Activity,5281805410
"May 12, 2021, 10:50:50 AM",Kudos,Activity,5281809289
"May 12, 2021, 9:18:12 PM",Kudos,Activity,5284195696
"May 12, 2021, 9:18:30 PM",Kudos,Activity,5286442132
"May 12, 2021, 9:18:32 PM",Kudos,Activity,5286451864
"May 12, 2021, 9:18:35 PM",Kudos,Activity,5286451629
"May 12, 2021, 9:18:54 PM",Kudos,Activity,5280891242
"May 12, 2021, 10:52:37 PM",Kudos,Activity,5286657709
"May 12, 2021, 10:52:58 PM",Kudos,Activity,5286738611
"May 12, 2021, 10:53:25 PM",Kudos,Activity,5286768956
"May 12, 2021, 10:53:26 PM",Kudos,Activity,5286769155
"May 12, 2021, 10:53:27 PM",Kudos,Activity,5286768087
"May 12, 2021, 10:53:30 PM",Kudos,Activity,5286768503
"May 12, 2021, 10:53:32 PM",Kudos,Activity,5286704182
"May 12, 2021, 10:53:33 PM",Kudos,Activity,5286677725
"May 13, 2021, 7:23:30 PM",Kudos,Activity,5291771248
"May 13, 2021, 7:23:30 PM",Kudos,Activity,5289828456
"May 13, 2021, 7:23:32 PM",Kudos,Post,16163510
"May 13, 2021, 7:23:36 PM",Kudos,Activity,5289756198
"May 13, 2021, 7:23:38 PM",Kudos,Activity,5289820683
"May 13, 2021, 7:23:41 PM",Kudos,Activity,5286923161
"May 13, 2021, 8:37:33 PM",Kudos,Activity,5291984171
"May 13, 2021, 8:37:37 PM",Kudos,Activity,5291994261
"May 13, 2021, 8:37:42 PM",Kudos,Activity,5292042915
"May 13, 2021, 8:37:43 PM",Kudos,Activity,5292119977
"May 14, 2021, 7:55:56 PM",Kudos,Activity,5295347977
"May 14, 2021, 7:56:47 PM",Kudos,Activity,5297183051
"May 14, 2021, 7:56:52 PM",Kudos,Activity,5296005962
"May 14, 2021, 7:56:56 PM",Kudos,Activity,5296005841
"May 14, 2021, 7:57:11 PM",Kudos,Activity,5297182493
"May 14, 2021, 7:57:13 PM",Kudos,Activity,5297182123
"May 14, 2021, 7:57:15 PM",Kudos,Activity,5296005722
"May 14, 2021, 8:43:38 PM",Kudos,Activity,5297341838
"May 14, 2021, 8:43:41 PM",Kudos,Activity,5297382502
"May 14, 2021, 8:44:04 PM",Kudos,Activity,5297382379
"May 14, 2021, 8:44:05 PM",Kudos,Activity,5297382011
"May 14, 2021, 8:44:07 PM",Kudos,Activity,5297387020
"May 14, 2021, 8:44:07 PM",Kudos,Activity,5297386919
"May 14, 2021, 8:44:09 PM",Kudos,Activity,5297302530
"May 15, 2021, 2:40:45 PM",Kudos,Activity,5301237447
"May 15, 2021, 7:24:50 PM",Kudos,Activity,5302484827
"May 15, 2021, 7:24:53 PM",Kudos,Activity,5301439221
"May 15, 2021, 7:24:57 PM",Kudos,Activity,5302322100
"May 15, 2021, 7:25:01 PM",Kudos,Activity,5302322404
"May 15, 2021, 7:25:07 PM",Kudos,Activity,5302322693
"May 16, 2021, 1:30:58 PM",Kudos,Activity,5306982634
"May 16, 2021, 7:53:46 PM",Kudos,Activity,5307322460
"May 17, 2021, 8:51:13 PM",Kudos,Activity,5314151171
"May 17, 2021, 8:51:14 PM",Kudos,Activity,5314152057
"May 17, 2021, 8:51:16 PM",Kudos,Activity,5314151727
"May 17, 2021, 8:51:18 PM",Kudos,Activity,5314020440
"May 17, 2021, 8:51:22 PM",Kudos,Activity,5314152195
"May 17, 2021, 8:51:29 PM",Kudos,Activity,5314234344
"May 17, 2021, 11:55:56 PM",Kudos,Activity,5314730380
"May 18, 2021, 5:39:55 PM",Kudos,Activity,5317312761
"May 19, 2021, 4:03:48 AM",Kudos,Activity,5320051707
"May 19, 2021, 3:56:26 PM",Kudos,Activity,5322986212
"May 19, 2021, 3:56:30 PM",Kudos,Activity,5323372334
"May 20, 2021, 7:29:55 PM",Kudos,Activity,5329767149
"May 20, 2021, 7:29:57 PM",Kudos,Activity,5328643147
"May 20, 2021, 7:30:00 PM",Kudos,Activity,5329087208
"May 20, 2021, 7:30:02 PM",Kudos,Activity,5329092723
"May 20, 2021, 9:00:00 PM",Kudos,Activity,5330765234
"May 21, 2021, 4:06:48 PM",Kudos,Activity,5333932673
"May 21, 2021, 4:06:51 PM",Kudos,Activity,5334096914
"May 22, 2021, 5:28:42 PM",Kudos,Activity,5339101185
"May 22, 2021, 6:03:16 PM",Kudos,Activity,5340400538
"May 23, 2021, 5:51:11 PM",Kudos,Activity,5345387389
"May 23, 2021, 5:51:14 PM",Kudos,Activity,5344649595
"May 23, 2021, 5:51:34 PM",Kudos,Activity,5344942779
"May 24, 2021, 11:00:43 AM",Kudos,Activity,5347727835
"May 24, 2021, 11:00:46 AM",Kudos,Activity,5347160679
"May 24, 2021, 7:13:24 PM",Kudos,Activity,5350947728
"May 25, 2021, 1:12:36 AM",Kudos,Activity,5352166595
"May 25, 2021, 1:12:37 AM",Kudos,Activity,5351988873
"May 25, 2021, 6:50:14 PM",Kudos,Activity,5355721092
"May 25, 2021, 6:50:15 PM",Kudos,Activity,5355720982
"May 25, 2021, 6:50:16 PM",Kudos,Activity,5355720952
"May 26, 2021, 1:35:37 PM",Kudos,Activity,5360631936
"May 26, 2021, 7:22:13 PM",Kudos,Activity,5361204861
"May 27, 2021, 12:18:11 AM",Kudos,Activity,5363726775
"May 27, 2021, 7:09:01 PM",Kudos,Activity,5366230923
"May 27, 2021, 7:09:05 PM",Kudos,Activity,5367984269
"May 28, 2021, 7:32:25 PM",Kudos,Activity,5372908363
"May 28, 2021, 7:32:27 PM",Kudos,Activity,5373436501
"May 29, 2021, 8:08:54 PM",Kudos,Activity,5377138734
"May 30, 2021, 3:59:36 AM",Kudos,Activity,5377032748
"May 30, 2021, 3:59:38 AM",Kudos,Activity,5376484057
"May 31, 2021, 1:31:48 PM",Kudos,Activity,5388565507
"May 31, 2021, 10:08:37 PM",Kudos,Activity,5390410914
"May 31, 2021, 10:08:39 PM",Kudos,Activity,5390409416
"May 31, 2021, 10:08:41 PM",Kudos,Activity,5390412935
"May 31, 2021, 10:08:43 PM",Kudos,Activity,5390412244
"May 31, 2021, 10:08:45 PM",Kudos,Activity,5389066060
"May 31, 2021, 10:08:47 PM",Kudos,Activity,5389344808
"May 31, 2021, 10:08:55 PM",Kudos,Activity,5389379177
"Jun 1, 2021, 11:08:46 AM",Kudos,Activity,5391882637
"Jun 1, 2021, 3:36:37 PM",Kudos,Activity,5394189967
"Jun 2, 2021, 9:20:45 PM",Kudos,Activity,5402884741
"Jun 2, 2021, 9:20:49 PM",Kudos,Activity,5402512177
"Jun 2, 2021, 9:20:53 PM",Kudos,Activity,5396944999
"Jun 2, 2021, 9:21:02 PM",Kudos,Activity,5397106682
"Jun 2, 2021, 9:21:05 PM",Kudos,Activity,5396131452
"Jun 2, 2021, 9:21:12 PM",Kudos,Activity,5396131653
"Jun 3, 2021, 4:24:49 AM",Kudos,Activity,5403181955
"Jun 3, 2021, 2:50:20 PM",Kudos,Activity,5406116847
"Jun 3, 2021, 7:40:58 PM",Kudos,Activity,5407759689
"Jun 3, 2021, 7:41:00 PM",Kudos,Activity,5408415361
"Jun 4, 2021, 1:13:13 PM",Kudos,Activity,5411365928
"Jun 4, 2021, 1:13:17 PM",Kudos,Activity,5411757052
"Jun 5, 2021, 5:04:50 PM",Kudos,Activity,5416913132
"Jun 5, 2021, 7:12:06 PM",Kudos,Activity,5416913489
"Jun 6, 2021, 2:22:36 AM",Kudos,Activity,5420654709
"Jun 6, 2021, 12:49:12 PM",Kudos,Activity,5423278445
"Jun 6, 2021, 1:06:37 PM",Kudos,Activity,5423523278
"Jun 6, 2021, 3:33:43 PM",Kudos,Activity,5423812196
"Jun 6, 2021, 3:33:59 PM",Kudos,Activity,5424023407
"Jun 7, 2021, 11:39:47 AM",Kudos,Activity,5426440655
"Jun 7, 2021, 11:39:51 AM",Kudos,Activity,5424732212
"Jun 7, 2021, 2:58:02 PM",Kudos,Activity,5429109230
"Jun 7, 2021, 2:58:03 PM",Kudos,Activity,5429118727
"Jun 8, 2021, 12:20:51 AM",Kudos,Activity,5431964311
"Jun 8, 2021, 12:21:15 AM",Kudos,Activity,5431185330
"Jun 8, 2021, 12:21:19 AM",Kudos,Activity,5431213562
"Jun 8, 2021, 12:13:59 PM",Kudos,Activity,5432434954
"Jun 8, 2021, 12:14:01 PM",Kudos,Activity,5432226352
"Jun 8, 2021, 1:37:32 PM",Kudos,Activity,5434651825
"Jun 9, 2021, 11:24:59 AM",Kudos,Activity,5439857222
"Jun 9, 2021, 11:25:01 AM",Kudos,Activity,5437314966
"Jun 9, 2021, 2:12:19 PM",Kudos,Activity,5440761690
"Jun 9, 2021, 2:12:23 PM",Kudos,Activity,5440443958
"Jun 10, 2021, 11:51:30 AM",Kudos,Activity,5441755286
"Jun 10, 2021, 11:51:32 AM",Kudos,Activity,5445588652
"Jun 10, 2021, 11:51:35 AM",Kudos,Activity,5442749180
"Jun 10, 2021, 11:51:40 AM",Kudos,Activity,5444889053
"Jun 10, 2021, 11:51:56 AM",Kudos,Activity,5443291155
"Jun 10, 2021, 11:51:58 AM",Kudos,Activity,5444889181
"Jun 10, 2021, 11:52:01 AM",Kudos,Activity,5442748249
"Jun 10, 2021, 3:24:09 PM",Kudos,Activity,5446072642
"Jun 10, 2021, 9:03:17 PM",Kudos,Activity,5447345351
"Jun 11, 2021, 4:25:37 PM",Kudos,Activity,5451491849
"Jun 11, 2021, 4:25:38 PM",Kudos,Activity,5451501871
"Jun 11, 2021, 4:25:43 PM",Kudos,Activity,5451578234
"Jun 12, 2021, 12:01:21 PM",Kudos,Activity,5453347872
"Jun 12, 2021, 1:30:00 PM",Kudos,Activity,5456945906
"Jun 12, 2021, 9:19:56 PM",Kudos,Activity,5457180108
"Jun 12, 2021, 9:19:58 PM",Kudos,Activity,5457988638
"Jun 13, 2021, 2:12:42 PM",Kudos,Activity,5462798610
"Jun 13, 2021, 2:12:49 PM",Kudos,Activity,5463161420
"Jun 13, 2021, 7:49:56 PM",Kudos,Activity,5465303184
"Jun 14, 2021, 1:35:30 PM",Kudos,Activity,5468319967
"Jun 14, 2021, 1:35:40 PM",Kudos,Activity,5468328580
"Jun 14, 2021, 5:54:53 PM",Kudos,Activity,5468986860
"Jun 15, 2021, 1:09:18 AM",Kudos,Activity,5471128343
"Jun 15, 2021, 1:10:39 AM",Kudos,Activity,5470515831
"Jun 15, 2021, 1:10:44 AM",Kudos,Activity,5470588359
"Jun 15, 2021, 1:10:49 AM",Kudos,Activity,5470700115
"Jun 15, 2021, 1:40:26 PM",Kudos,Activity,5473794064
"Jun 15, 2021, 1:47:36 PM",Kudos,Activity,5473852794
"Jun 16, 2021, 1:06:51 AM",Kudos,Activity,5476773933
"Jun 16, 2021, 7:38:55 PM",Kudos,Activity,5479644230
"Jun 16, 2021, 7:38:56 PM",Kudos,Activity,5477392676
"Jun 16, 2021, 7:38:57 PM",Kudos,Activity,5479209922
"Jun 16, 2021, 7:39:02 PM",Kudos,Activity,5479653978
"Jun 16, 2021, 7:39:09 PM",Kudos,Activity,5477466873
"Jun 16, 2021, 7:39:10 PM",Kudos,Activity,5477467431
"Jun 16, 2021, 7:39:12 PM",Kudos,Activity,5477465499
"Jun 17, 2021, 2:34:52 AM",Kudos,Activity,5482882842
"Jun 17, 2021, 2:35:13 AM",Kudos,Activity,5480032768
"Jun 17, 2021, 12:46:04 PM",Kudos,Activity,5484917918
"Jun 17, 2021, 1:43:07 PM",Kudos,Activity,5485184277
"Jun 17, 2021, 2:52:50 PM",Kudos,Activity,5485359896
"Jun 17, 2021, 9:10:33 PM",Kudos,Activity,5487201409
"Jun 17, 2021, 9:10:34 PM",Kudos,Activity,5487201497
"Jun 18, 2021, 2:04:28 PM",Kudos,Activity,5490196865
"Jun 18, 2021, 2:04:29 PM",Kudos,Activity,5490301692
"Jun 18, 2021, 2:08:31 PM",Kudos,Activity,5490304831
"Jun 19, 2021, 9:25:16 PM",Kudos,Activity,5497593023
"Jun 20, 2021, 1:26:05 PM",Kudos,Activity,5500957381
"Jun 20, 2021, 2:10:54 PM",Kudos,Activity,5500998829
"Jun 20, 2021, 3:40:39 PM",Kudos,Activity,5501354115
"Jun 20, 2021, 3:40:53 PM",Kudos,Activity,5501352251
"Jun 20, 2021, 6:16:12 PM",Kudos,Activity,5501976532
"Jun 20, 2021, 11:31:49 PM",Kudos,Activity,5503563083
"Jun 20, 2021, 11:31:50 PM",Kudos,Activity,5503563444
"Jun 20, 2021, 11:31:51 PM",Kudos,Activity,5503563187
"Jun 20, 2021, 11:31:53 PM",Kudos,Activity,5503563333
"Jun 21, 2021, 12:41:45 PM",Kudos,Activity,5503844234
"Jun 21, 2021, 12:41:52 PM",Kudos,Activity,5503844246
"Jun 21, 2021, 12:41:56 PM",Kudos,Activity,5503844050
"Jun 21, 2021, 12:58:58 PM",Kudos,Activity,5505584205
"Jun 21, 2021, 8:05:48 PM",Kudos,Activity,5505844627
"Jun 21, 2021, 8:05:51 PM",Kudos,Activity,5507310548
"Jun 21, 2021, 8:06:01 PM",Kudos,Activity,5505762848
"Jun 21, 2021, 8:06:34 PM",Kudos,Activity,5505998192
"Jun 22, 2021, 3:57:38 PM",Kudos,Activity,5510985928
"Jun 22, 2021, 3:57:45 PM",Kudos,Activity,5510956854
"Jun 22, 2021, 3:57:47 PM",Kudos,Activity,5511006954
"Jun 22, 2021, 3:58:19 PM",Kudos,Activity,5510671450
"Jun 22, 2021, 3:59:14 PM",Kudos,Activity,5510712243
"Jun 22, 2021, 10:50:43 PM",Kudos,Activity,5513306435
"Jun 23, 2021, 11:31:26 AM",Kudos,Activity,5514121023
"Jun 23, 2021, 11:31:30 AM",Kudos,Activity,5514121051
"Jun 23, 2021, 11:31:42 AM",Kudos,Activity,5514120891
"Jun 23, 2021, 4:37:56 PM",Kudos,Activity,5516313125
"Jun 23, 2021, 4:37:57 PM",Kudos,Activity,5516676357
"Jun 24, 2021, 12:39:42 AM",Kudos,Activity,5519199097
"Jun 24, 2021, 12:39:46 AM",Kudos,Activity,5517317952
"Jun 24, 2021, 12:41:18 AM",Kudos,Activity,5518979436
"Jun 24, 2021, 12:41:22 AM",Kudos,Activity,5516448978
"Jun 24, 2021, 12:58:40 AM",Kudos,Activity,5519431127
"Jun 24, 2021, 4:48:21 PM",Kudos,Activity,5522324815
"Jun 25, 2021, 3:07:12 AM",Kudos,Activity,5524358090
"Jun 25, 2021, 3:07:15 AM",Kudos,Activity,5524423086
"Jun 25, 2021, 3:07:16 AM",Kudos,Activity,5523876412
"Jun 25, 2021, 3:03:31 PM",Kudos,Activity,5526809149
"Jun 25, 2021, 3:03:36 PM",Kudos,Activity,5527178221
"Jun 25, 2021, 3:03:49 PM",Kudos,Activity,5527094781
"Jun 25, 2021, 3:04:35 PM",Kudos,Activity,5526820110
"Jun 25, 2021, 4:39:58 PM",Kudos,Activity,5527486492
"Jun 25, 2021, 4:40:00 PM",Kudos,Activity,5527441307
"Jun 25, 2021, 4:40:04 PM",Kudos,Activity,5527437587
"Jun 25, 2021, 4:40:06 PM",Kudos,Activity,5527492055
"Jun 25, 2021, 4:40:07 PM",Kudos,Activity,5527495159
"Jun 25, 2021, 4:40:08 PM",Kudos,Activity,5527489793
"Jun 26, 2021, 1:08:08 AM",Kudos,Activity,5528906550
"Jun 26, 2021, 1:08:11 AM",Kudos,Activity,5528590886
"Jun 26, 2021, 1:08:12 AM",Kudos,Activity,5528646747
"Jun 26, 2021, 1:08:15 AM",Kudos,Activity,5528617625
"Jun 26, 2021, 1:08:20 AM",Kudos,Activity,5529016220
"Jun 26, 2021, 1:08:23 AM",Kudos,Post,16801798
"Jun 26, 2021, 1:08:35 AM",Kudos,Activity,5528646326
"Jun 26, 2021, 12:08:44 PM",Kudos,Activity,5531467210
"Jun 26, 2021, 12:58:15 PM",Kudos,Activity,5531500888
"Jun 26, 2021, 3:07:45 PM",Kudos,Activity,5532114960
"Jun 26, 2021, 3:07:51 PM",Kudos,Activity,5532087993
"Jun 27, 2021, 12:00:53 AM",Kudos,Activity,5534556831
"Jun 27, 2021, 12:01:00 AM",Kudos,Activity,5534509791
"Jun 27, 2021, 12:01:12 AM",Kudos,Activity,5534556906
"Jun 27, 2021, 12:56:03 AM",Kudos,Activity,5534713724
"Jun 27, 2021, 12:56:04 AM",Kudos,Activity,5534714288
"Jun 27, 2021, 12:56:05 AM",Kudos,Activity,5534714584
"Jun 27, 2021, 1:18:18 PM",Kudos,Activity,5537669457
"Jun 27, 2021, 1:36:17 PM",Kudos,Activity,5537733690
"Jun 27, 2021, 1:36:19 PM",Kudos,Activity,5537731439
"Jun 27, 2021, 1:36:24 PM",Kudos,Activity,5537725775
"Jun 27, 2021, 2:12:29 PM",Kudos,Activity,5537872012
"Jun 27, 2021, 5:15:48 PM",Kudos,Activity,5538947967
"Jun 28, 2021, 1:37:44 AM",Kudos,Activity,5540662612
"Jun 28, 2021, 1:54:46 PM",Kudos,Activity,5542461393
"Jun 28, 2021, 3:35:00 PM",Kudos,Activity,5542821679
"Jun 28, 2021, 3:51:25 PM",Kudos,Activity,5543180473
"Jun 29, 2021, 4:11:44 PM",Kudos,Activity,5547356393
"Jun 29, 2021, 4:11:50 PM",Kudos,Activity,5547615756
"Jun 29, 2021, 4:11:54 PM",Kudos,Activity,5548326235
"Jun 29, 2021, 4:11:56 PM",Kudos,Activity,5547537657
"Jun 29, 2021, 4:12:00 PM",Kudos,Activity,5545623976
"Jun 29, 2021, 6:33:36 PM",Kudos,Activity,5548990991
"Jun 30, 2021, 2:12:04 AM",Kudos,Activity,5550744837
"Jun 30, 2021, 2:12:07 AM",Kudos,Activity,5550514450
"Jun 30, 2021, 12:22:40 PM",Kudos,Activity,5552614315
"Jun 30, 2021, 12:22:51 PM",Kudos,Activity,5552470987
"Jun 30, 2021, 12:22:53 PM",Kudos,Activity,5552468329
"Jul 1, 2021, 12:13:50 PM",Kudos,Activity,5552851830
"Jul 1, 2021, 12:13:51 PM",Kudos,Activity,5553242820
"Jul 1, 2021, 12:13:56 PM",Kudos,Activity,5552956198
"Jul 1, 2021, 12:14:06 PM",Kudos,Activity,5555245811
"Jul 1, 2021, 12:14:09 PM",Kudos,Activity,5554092769
"Jul 1, 2021, 2:44:27 PM",Kudos,Activity,5558044478
"Jul 1, 2021, 2:44:36 PM",Kudos,Activity,5558044653
"Jul 1, 2021, 2:44:38 PM",Kudos,Activity,5558043964
"Jul 1, 2021, 2:44:42 PM",Kudos,Activity,5557736834
"Jul 2, 2021, 11:18:46 AM",Kudos,Activity,5560914630
"Jul 2, 2021, 11:18:48 AM",Kudos,Activity,5560800732
